UserID,Month,Amount
U000100,Dec,2000
U000101,Jan,96000
U000101,Jul,98000
U000102,May,17000
U000102,Jun,23000
U000102,Oct,2000
U000102,Dec,3000
U000103,Jan,2000
U000103,Apr,2000
U000103,Nov,2000
U000104,Oct,44000
U000105,Mar,22000
U000105,Nov,26000
U000106,Jul,121000
U000107,Apr,2000
U000108,Jan,2000
U000108,Feb,1000
U000108,Aug,2000
U000108,Sep,9000
U000109,Oct,17000
U000110,Jan,93000
U000110,Feb,1000
U000111,Jan,110000
U000112,Apr,49000
U000113,Apr,9000
U000113,Jun,12000
U000114,Apr,41000
U000114,May,3000
U000115,May,2000
U000116,Jun,1000
U000116,Oct,2000
U000117,Feb,21000
U000117,May,21000
U000117,Sep,1000
U000118,May,91000
U000119,Jan,3000
U000119,Mar,3000
U000120,Jan,90000
U000120,Mar,2000
U000120,Jul,95000
U000120,Aug,1000
U000121,Apr,2000
U000121,Sep,19000
U000121,Nov,3000
U000123,Jan,11000
U000123,May,10000
U000123,Jun,10000
U000123,Jul,11000
U000123,Nov,1000
U000124,Apr,1000
U000124,May,18000
U000124,Sep,2000
U000125,Feb,2000
U000126,Apr,46000
U000127,Apr,2000
U000127,Dec,3000
U000128,May,9000
U000129,Mar,2000
U000129,May,1000
U000131,Jan,47000
U000131,Sep,2000
U000131,Oct,2000
U000132,Jul,94000
U000133,Feb,1000
U000133,Apr,37000
U000134,Jun,20000
U000134,Oct,20000
U000134,Nov,1000
U000134,Dec,2000
U000135,Apr,23000
U000136,May,2000
U000137,Jan,78000
U000137,Jul,102000
U000137,Aug,2000
U000137,Nov,2000
U000138,Aug,10000
U000138,Sep,8000
U000139,Jan,99000
U000139,Aug,2000
U000139,Nov,94000
U000140,Jan,17000
U000140,Dec,23000
U000141,Mar,2000
U000141,Dec,1000
U000142,Mar,2000
U000142,Nov,20000
U000144,Jun,2000
U000145,Nov,2000
U000146,Jul,116000
U000147,Jul,112000
U000148,Jan,10000
U000148,Feb,8000
U000149,May,21000
U000149,Aug,21000
U000149,Sep,2000
U000150,Feb,2000
U000151,Apr,36000
U000152,Jul,2000
U000153,Feb,3000
U000154,Aug,8000
U000154,Sep,8000
U000155,Mar,3000
U000155,Oct,11000
U000156,May,3000
U000157,Apr,2000
U000157,May,18000
U000157,Jun,21000
U000157,Aug,2000
U000158,Apr,49000
U000159,Feb,9000
U000159,May,1000
U000159,Sep,8000
U000159,Nov,8000
U000160,Mar,2000
U000160,Oct,36000
U000161,Mar,3000
U000161,Oct,38000
U000163,Nov,1000
U000164,Oct,12000
U000165,Feb,22000
U000165,Apr,3000
U000166,Mar,17000
U000167,Oct,2000
U000168,Jul,2000
U000168,Aug,3000
U000168,Sep,2000
U000169,Feb,2000
U000169,Sep,2000
U000169,Dec,2000
U000170,Aug,3000
U000170,Oct,19000
U000170,Dec,21000
U000171,Jul,10000
U000172,Apr,39000
U000174,Jan,92000
U000174,Jul,108000
U000175,Mar,109000
U000175,Apr,104000
U000175,Jul,86000
U000177,Jul,91000
U000177,Sep,2000
U000177,Dec,2000
U000178,Jul,1000
U000178,Sep,20000
U000178,Oct,1000
U000178,Dec,2000
U000179,Apr,39000
U000179,Oct,36000
U000180,Jan,89000
U000180,May,2000
U000180,Jul,106000
U000180,Aug,2000
U000180,Nov,1000
U000181,Oct,44000
U000184,Apr,11000
U000184,Jun,3000
U000184,Jul,11000
U000185,Feb,21000
U000186,Jan,101000
U000188,Aug,2000
U000189,Jun,8000
U000189,Oct,11000
U000189,Nov,3000
U000190,Oct,2000
U000190,Dec,2000
U000191,Mar,1000
U000192,Apr,50000
U000192,May,2000
U000192,Dec,2000
U000193,Jun,2000
U000193,Jul,98000
U000195,Oct,2000
U000197,Apr,2000
U000197,Jun,2000
U000197,Jul,44000
U000197,Aug,2000
U000197,Oct,46000
U000198,Dec,45000
U000199,Sep,2000
U000199,Oct,10000
U000200,Feb,22000
U000200,Jun,2000
U000200,Sep,2000
U000201,Jul,10000
U000202,Apr,45000
U000202,Jul,39000
U000203,Jan,11000
U000204,Jul,2000
U000205,Jun,1000
U000205,Sep,21000
U000205,Oct,3000
U000206,Nov,17000
U000207,May,21000
U000207,Aug,3000
U000208,Jan,2000
U000208,Mar,2000
U000208,Jul,107000
U000208,Aug,2000
U000209,Oct,45000
U000210,Jan,104000
U000210,Jul,2000
U000211,May,17000
U000212,Jan,87000
U000212,Jul,92000
U000213,Oct,35000
U000213,Dec,2000
U000214,Feb,9000
U000214,Nov,10000
U000215,Mar,39000
U000215,May,44000
U000215,Oct,45000
U000215,Dec,2000
U000216,Apr,10000
U000217,Apr,1000
U000217,Aug,2000
U000219,Jan,91000
U000219,May,3000
U000220,Jul,107000
U000221,Mar,18000
U000221,Sep,21000
U000221,Nov,1000
U000222,Mar,2000
U000222,Nov,2000
U000223,Jun,20000
U000224,Jan,108000
U000224,Jul,106000
U000224,Nov,2000
U000225,Apr,39000
U000225,May,2000
U000225,Aug,2000
U000226,Apr,38000
U000227,Sep,2000
U000228,Mar,18000
U000228,Aug,20000
U000228,Nov,2000
U000229,Sep,3000
U000229,Dec,3000
U000230,Jun,3000
U000230,Oct,35000
U000230,Dec,2000
U000231,Jan,2000
U000231,May,20000
U000231,Nov,18000
U000232,Jan,101000
U000232,Apr,83000
U000232,Jul,2000
U000232,Aug,2000
U000233,Jan,109000
U000234,Jan,2000
U000234,Oct,2000
U000235,Mar,2000
U000235,Apr,40000
U000235,Oct,42000
U000236,Mar,22000
U000236,Jun,3000
U000237,Mar,2000
U000237,Jun,20000
U000237,Aug,18000
U000238,Sep,19000
U000240,Apr,2000
U000242,Apr,20000
U000243,Sep,2000
U000244,Jun,11000
U000244,Sep,2000
U000246,Jan,105000
U000246,Sep,3000
U000247,Nov,1000
U000248,Feb,2000
U000248,Aug,2000
U000249,May,22000
U000249,Sep,2000
U000249,Nov,19000
U000250,Jul,2000
U000250,Nov,10000
U000250,Dec,9000
U000251,Mar,11000
U000251,Oct,11000
U000252,May,11000
U000252,Sep,2000
U000252,Nov,10000
U000253,Apr,26000
U000253,Aug,2000
U000256,Apr,2000
U000256,May,3000
U000257,Mar,2000
U000257,Jul,9000
U000258,May,10000
U000258,Oct,11000
U000259,Apr,21000
U000259,Oct,2000
U000259,Dec,1000
U000260,Jan,2000
U000260,Feb,1000
U000260,May,9000
U000260,Sep,10000
U000260,Nov,10000
U000261,Jan,23000
U000262,Feb,1000
U000263,Oct,2000
U000264,Sep,9000
U000264,Oct,8000
U000265,Jun,1000
U000265,Dec,21000
U000266,Jan,11000
U000266,Feb,12000
U000266,Apr,2000
U000266,May,10000
U000266,Jun,10000
U000266,Jul,2000
U000267,Oct,2000
U000268,Jan,99000
U000269,Jul,18000
U000269,Nov,18000
U000270,Apr,35000
U000270,Oct,2000
U000272,Apr,33000
U000272,Oct,3000
U000273,Jan,99000
U000274,Apr,37000
U000275,Aug,3000
U000275,Sep,3000
U000276,Apr,40000
U000276,May,2000
U000277,Apr,38000
U000277,Jun,2000
U000277,Oct,2000
U000279,Jan,110000
U000279,Jul,91000
U000280,Mar,3000
U000280,Apr,41000
U000280,Oct,38000
U000281,Apr,42000
U000281,Nov,2000
U000281,Dec,2000
U000282,Apr,40000
U000282,Oct,42000
U000284,Feb,22000
U000284,Nov,3000
U000285,Aug,17000
U000285,Sep,2000
U000286,Mar,1000
U000286,Apr,44000
U000286,Oct,35000
U000287,Nov,111000
U000288,Apr,1000
U000288,Jun,20000
U000288,Aug,3000
U000288,Nov,19000
U000289,Jul,2000
U000289,Sep,3000
U000291,Oct,44000
U000293,Jan,20000
U000293,Nov,22000
U000295,Nov,20000
U000296,Oct,44000
U000300,Jan,2000
U000300,Dec,45000
U000302,Jun,2000
U000302,Oct,35000
U000303,Jan,2000
U000303,Nov,1000
U000304,Feb,2000
U000304,Oct,41000
U000305,Oct,36000
U000307,Jan,16000
U000307,Feb,21000
U000307,Mar,2000
U000307,Jul,2000
U000308,Feb,2000
U000308,Oct,46000
U000309,Nov,2000
U000311,Apr,2000
U000311,Oct,3000
U000311,Dec,1000
U000312,Apr,21000
U000312,Jun,17000
U000313,Jan,88000
U000313,Jul,105000
U000313,Aug,2000
U000314,Apr,19000
U000314,Jun,21000
U000314,Oct,2000
U000315,Sep,2000
U000316,Jan,103000
U000316,Jul,2000
U000317,Nov,1000
U000318,Jan,2000
U000318,Apr,44000
U000319,Feb,2000
U000319,May,1000
U000319,Jun,2000
U000320,Feb,1000
U000320,Oct,2000
U000321,Jan,92000
U000321,Feb,2000
U000321,Nov,2000
U000322,Apr,19000
U000322,May,2000
U000322,Nov,17000
U000324,Sep,3000
U000325,Jan,1000
U000325,Mar,42000
U000326,Jan,106000
U000326,Dec,2000
U000327,Nov,10000
U000328,Aug,1000
U000328,Oct,9000
U000328,Nov,2000
U000328,Dec,2000
U000329,Nov,11000
U000329,Dec,1000
U000330,Jun,2000
U000331,Jun,19000
U000331,Jul,3000
U000332,Apr,32000
U000332,Oct,40000
U000333,Jul,102000
U000333,Dec,2000
U000334,Feb,2000
U000336,Apr,36000
U000336,May,1000
U000337,Jan,92000
U000337,Sep,3000
U000338,Apr,3000
U000338,Dec,2000
U000341,Jan,103000
U000341,Aug,1000
U000342,Jan,106000
U000342,Jun,2000
U000342,Jul,2000
U000342,Aug,116000
U000342,Nov,2000
U000343,Sep,2000
U000344,Mar,93000
U000344,Jun,2000
U000344,Jul,97000
U000344,Nov,2000
U000345,Jul,93000
U000346,Jun,2000
U000346,Jul,2000
U000346,Oct,22000
U000347,Feb,2000
U000347,Jun,2000
U000347,Jul,11000
U000347,Aug,2000
U000348,Mar,20000
U000350,Feb,10000
U000350,Mar,2000
U000350,Apr,2000
U000351,Jul,110000
U000351,Aug,2000
U000352,Jun,3000
U000352,Dec,2000
U000355,Feb,2000
U000355,Aug,2000
U000355,Dec,36000
U000357,Jul,103000
U000357,Aug,1000
U000358,Jan,21000
U000358,Aug,1000
U000358,Sep,3000
U000359,Dec,2000
U000360,Apr,41000
U000360,Oct,36000
U000361,Aug,10000
U000361,Oct,8000
U000361,Dec,10000
U000362,Jul,104000
U000363,Feb,21000
U000363,Sep,19000
U000363,Nov,1000
U000365,Jan,89000
U000365,Jul,97000
U000366,Jun,2000
U000366,Sep,2000
U000367,Mar,2000
U000367,Aug,2000
U000367,Oct,2000
U000368,Jun,19000
U000369,Jan,20000
U000369,Apr,1000
U000369,Oct,3000
U000370,Jan,111000
U000370,May,1000
U000370,Jul,110000
U000372,Sep,3000
U000372,Oct,2000
U000373,Jan,20000
U000374,Apr,2000
U000374,May,2000
U000374,Jul,98000
U000375,Jan,19000
U000375,Mar,1000
U000376,Apr,35000
U000376,Oct,41000
U000377,Jul,100000
U000377,Dec,91000
U000378,Jul,16000
U000379,Apr,41000
U000379,May,1000
U000380,Jul,90000
U000380,Sep,103000
U000381,Jul,2000
U000381,Oct,2000
U000383,Mar,1000
U000383,Nov,1000
U000384,Feb,2000
U000384,Mar,3000
U000384,May,2000
U000384,Nov,3000
U000385,Feb,38000
U000385,Apr,44000
U000385,Oct,31000
U000386,Apr,33000
U000387,Feb,12000
U000387,Oct,2000
U000388,Sep,22000
U000388,Oct,21000
U000388,Nov,18000
U000389,Mar,2000
U000389,Apr,2000
U000389,Oct,37000
U000389,Dec,2000
U000390,Jan,96000
U000391,Feb,3000
U000391,May,9000
U000392,May,2000
U000392,Jun,1000
U000393,Jan,3000
U000393,Feb,2000
U000393,Apr,36000
U000393,Jun,2000
U000393,Jul,2000
U000393,Oct,45000
U000394,Apr,1000
U000394,Jul,24000
U000394,Nov,2000
U000395,Apr,39000
U000395,Oct,44000
U000396,Jan,2000
U000396,Dec,17000
U000397,Apr,37000
U000397,Oct,38000
U000398,Apr,39000
U000398,Oct,35000
U000398,Dec,3000
U000400,Jul,18000
U000401,May,1000
U000401,Jul,102000
U000401,Oct,2000
U000402,Apr,2000
U000402,Jun,2000
U000402,Jul,2000
U000402,Aug,11000
U000403,Apr,44000
U000404,Jul,87000
U000405,Jan,1000
U000405,Nov,2000
U000405,Dec,3000
U000406,Apr,37000
U000406,Sep,2000
U000406,Oct,42000
U000407,Apr,42000
U000407,May,1000
U000407,Jun,3000
U000407,Oct,2000
U000409,Jan,105000
U000410,Jun,2000
U000410,Jul,2000
U000410,Sep,11000
U000411,Jul,87000
U000411,Dec,3000
U000412,Jan,2000
U000412,Mar,19000
U000413,Jun,1000
U000414,Jul,110000
U000415,Apr,49000
U000416,Jan,107000
U000417,Jan,104000
U000417,Jun,2000
U000417,Jul,2000
U000417,Aug,2000
U000418,Feb,2000
U000418,Apr,2000
U000418,Jul,19000
U000419,Mar,2000
U000419,May,3000
U000419,Jul,72000
U000419,Nov,2000
U000420,Apr,47000
U000420,Oct,40000
U000421,Sep,1000
U000421,Oct,3000
U000421,Dec,1000
U000422,Mar,9000
U000422,May,2000
U000422,Jun,3000
U000423,Jan,120000
U000423,Jul,98000
U000424,Jan,104000
U000424,Jul,95000
U000425,Dec,3000
U000426,Jun,2000
U000426,Oct,44000
U000427,Feb,1000
U000427,Mar,11000
U000427,Jun,8000
U000428,Apr,41000
U000429,Mar,2000
U000430,Feb,12000
U000430,Jul,11000
U000431,Jan,96000
U000431,Jul,103000
U000432,Apr,3000
U000432,Jul,9000
U000433,Sep,12000
U000433,Oct,10000
U000434,May,34000
U000434,Oct,44000
U000435,Jun,1000
U000436,Oct,46000
U000437,Jul,11000
U000438,Mar,2000
U000439,Oct,3000
U000440,Jan,23000
U000440,Sep,19000
U000440,Oct,21000
U000440,Nov,3000
U000441,Feb,10000
U000441,Oct,2000
U000443,Sep,9000
U000444,Sep,2000
U000444,Oct,43000
U000444,Nov,2000
U000446,Apr,2000
U000447,Jan,104000
U000447,Apr,2000
U000447,Jun,2000
U000448,May,1000
U000448,Dec,47000
U000449,Feb,2000
U000449,Apr,3000
U000449,May,2000
U000449,Jul,82000
U000450,Jan,10000
U000450,Jun,10000
U000452,Jan,1000
U000452,Mar,11000
U000452,May,9000
U000452,Jun,10000
U000453,Apr,34000
U000453,Oct,41000
U000454,Jan,114000
U000454,Sep,2000
U000455,Aug,2000
U000455,Nov,24000
U000456,Feb,2000
U000456,Apr,38000
U000456,May,2000
U000456,Nov,3000
U000457,Apr,41000
U000457,Oct,42000
U000459,Apr,41000
U000459,Oct,44000
U000460,Jun,3000
U000461,May,2000
U000461,Jun,20000
U000461,Oct,2000
U000462,Jun,9000
U000462,Nov,9000
U000462,Dec,9000
U000463,Aug,2000
U000463,Oct,22000
U000464,Jan,2000
U000464,Feb,8000
U000464,May,10000
U000464,Nov,2000
U000465,Apr,2000
U000465,Jul,11000
U000466,Feb,2000
U000466,Aug,11000
U000466,Dec,1000
U000467,Apr,35000
U000467,Sep,2000
U000468,Feb,3000
U000469,Mar,1000
U000469,Jun,10000
U000469,Nov,10000
U000470,Jan,91000
U000470,Jun,2000
U000472,Jun,2000
U000473,Apr,32000
U000473,Oct,38000
U000474,Jul,2000
U000474,Aug,1000
U000475,Jun,2000
U000476,Jan,108000
U000476,Oct,1000
U000477,Apr,2000
U000478,Mar,20000
U000479,Jul,102000
U000479,Sep,3000
U000481,Jan,19000
U000481,Nov,21000
U000482,Dec,10000
U000484,Mar,107000
U000484,Apr,97000
U000484,Nov,113000
U000485,Jan,77000
U000485,May,99000
U000486,Jan,117000
U000487,Sep,2000
U000488,Jan,104000
U000489,Jul,2000
U000490,Apr,23000
U000490,Jun,2000
U000491,Feb,22000
U000491,Apr,3000
U000491,May,19000
U000491,Sep,2000
U000492,Sep,1000
U000492,Nov,2000
U000493,May,37000
U000493,Jun,2000
U000493,Jul,3000
U000493,Aug,2000
U000494,Jan,92000
U000494,Jun,2000
U000495,Aug,2000
U000495,Nov,3000
U000496,May,10000
U000496,Aug,9000
U000497,Nov,46000
U000498,Apr,13000
U000499,Jul,102000
U000499,Aug,2000
U000500,Jan,9000
U000501,Apr,41000
U000501,Jun,1000
U000501,Jul,2000
U000501,Sep,2000
U000501,Oct,46000
U000502,Feb,2000
U000502,Apr,22000
U000502,Jun,19000
U000503,Apr,2000
U000504,Jun,3000
U000505,Oct,2000
U000505,Nov,2000
U000507,Feb,2000
U000507,Mar,13000
U000508,Jun,2000
U000510,Apr,40000
U000511,Jan,2000
U000511,Mar,11000
U000511,Jul,9000
U000511,Aug,9000
U000512,Jul,95000
U000512,Oct,2000
U000513,Apr,40000
U000513,Oct,41000
U000514,Aug,1000
U000514,Oct,2000
U000515,Sep,10000
U000516,Jun,2000
U000516,Jul,108000
U000517,Apr,3000
U000517,Nov,2000
U000518,Jan,23000
U000518,Jul,2000
U000519,Aug,3000
U000519,Oct,2000
U000520,Apr,38000
U000520,Oct,40000
U000521,Jan,20000
U000521,Feb,3000
U000522,Oct,43000
U000523,May,20000
U000523,Aug,21000
U000523,Oct,1000
U000524,Jul,113000
U000525,Apr,2000
U000525,Jun,2000
U000525,Jul,2000
U000525,Sep,1000
U000526,Jun,2000
U000527,Sep,2000
U000528,Jul,95000
U000528,Sep,1000
U000529,Oct,43000
U000530,May,2000
U000530,Jul,1000
U000530,Aug,10000
U000530,Nov,3000
U000531,Oct,33000
U000533,Mar,17000
U000533,Dec,2000
U000534,Jan,18000
U000534,May,18000
U000534,Aug,3000
U000534,Dec,18000
U000535,Apr,20000
U000535,Oct,2000
U000536,Jan,94000
U000537,Jul,2000
U000537,Oct,40000
U000538,Jan,87000
U000538,Jun,2000
U000539,Jan,89000
U000539,Apr,3000
U000539,Jul,105000
U000540,Jun,20000
U000541,Jan,2000
U000541,Apr,43000
U000542,May,2000
U000542,Dec,19000
U000543,Apr,2000
U000543,Jul,89000
U000544,Jun,2000
U000545,Aug,10000
U000546,Dec,18000
U000548,Apr,37000
U000548,May,2000
U000548,Jun,2000
U000549,Jan,11000
U000549,Feb,8000
U000549,Aug,10000
U000549,Nov,10000
U000550,Jan,107000
U000550,Nov,1000
U000550,Dec,2000
U000551,Aug,1000
U000551,Sep,44000
U000551,Oct,45000
U000552,Mar,2000
U000552,May,20000
U000552,Jul,16000
U000552,Nov,1000
U000553,Aug,2000
U000553,Dec,2000
U000554,Jul,19000
U000556,Nov,21000
U000556,Dec,20000
U000557,Oct,2000
U000558,Feb,2000
U000559,Mar,3000
U000559,Aug,2000
U000559,Oct,33000
U000560,Feb,2000
U000562,Jan,21000
U000562,May,2000
U000563,Nov,10000
U000563,Dec,10000
U000564,Apr,11000
U000565,Jan,2000
U000565,Nov,10000
U000566,Apr,48000
U000566,Oct,38000
U000567,Apr,20000
U000567,Jun,20000
U000568,Jul,109000
U000569,Oct,39000
U000572,Apr,2000
U000572,Jul,91000
U000574,Jan,106000
U000574,Dec,2000
U000575,Jan,87000
U000575,Apr,1000
U000576,Feb,9000
U000576,Dec,8000
U000577,Feb,2000
U000577,Jun,8000
U000578,Jan,3000
U000578,May,2000
U000579,May,18000
U000579,Jul,21000
U000579,Aug,20000
U000580,Feb,10000
U000580,Jul,1000
U000580,Aug,2000
U000580,Nov,3000
U000581,Apr,1000
U000581,Sep,2000
U000582,Apr,44000
U000582,Oct,42000
U000583,Nov,2000
U000584,Oct,40000
U000585,Jun,18000
U000585,Nov,17000
U000586,Jan,104000
U000587,Aug,11000
U000587,Oct,2000
U000588,Feb,9000
U000588,Apr,2000
U000588,Nov,10000
U000590,Jun,1000
U000590,Dec,23000
U000591,May,11000
U000591,Aug,2000
U000592,Mar,2000
U000592,Apr,9000
U000593,Jul,88000
U000593,Oct,2000
U000594,Jul,90000
U000595,Mar,2000
U000595,Jul,110000
U000596,Aug,1000
U000597,Jan,11000
U000597,Feb,10000
U000597,Sep,3000
U000599,Apr,26000
U000599,Jul,2000
U000599,Sep,21000
U000600,Apr,37000
U000600,Sep,44000
U000600,Dec,1000
U000601,May,21000
U000601,Aug,2000
U000601,Oct,2000
U000602,Jul,2000
U000602,Dec,2000
U000603,Jul,1000
U000603,Dec,23000
U000604,Apr,20000
U000604,Oct,20000
U000605,May,1000
U000605,Jun,2000
U000606,Apr,9000
U000606,Sep,1000
U000607,Oct,2000
U000608,Dec,2000
U000610,Feb,21000
U000610,Mar,23000
U000610,Apr,2000
U000610,Jun,20000
U000611,Jul,9000
U000611,Aug,12000
U000611,Sep,2000
U000612,Apr,43000
U000612,Oct,47000
U000613,Dec,22000
U000614,Jan,2000
U000614,Aug,3000
U000615,Apr,10000
U000615,Jul,8000
U000615,Sep,2000
U000616,Jan,122000
U000618,Feb,1000
U000618,Jul,105000
U000619,Aug,2000
U000620,Oct,2000
U000621,Mar,2000
U000621,Jul,25000
U000621,Sep,22000
U000621,Oct,18000
U000622,Apr,11000
U000623,Nov,2000
U000625,Apr,17000
U000625,Jun,20000
U000626,Jan,96000
U000626,Jul,110000
U000626,Nov,1000
U000628,May,2000
U000629,Feb,2000
U000630,Jan,91000
U000631,Jan,116000
U000631,Feb,2000
U000631,Jul,112000
U000632,May,10000
U000633,Feb,16000
U000633,May,2000
U000634,Jan,19000
U000634,Oct,25000
U000635,Apr,40000
U000636,Feb,21000
U000636,May,2000
U000636,Aug,23000
U000637,Feb,3000
U000637,Apr,45000
U000639,Mar,21000
U000639,Apr,19000
U000639,May,2000
U000639,Jul,2000
U000640,Jan,2000
U000640,Mar,2000
U000640,Apr,40000
U000641,Sep,2000
U000641,Oct,12000
U000642,Apr,2000
U000642,Jul,2000
U000642,Aug,2000
U000643,May,10000
U000643,Jul,3000
U000645,Oct,25000
U000645,Dec,2000
U000646,Apr,18000
U000646,Jul,20000
U000646,Sep,2000
U000646,Dec,2000
U000647,Nov,2000
U000648,Jan,107000
U000648,Mar,2000
U000648,Nov,109000
U000649,Feb,2000
U000649,Mar,2000
U000650,May,3000
U000650,Jun,2000
U000650,Nov,2000
U000651,Jan,19000
U000652,Apr,42000
U000652,Aug,2000
U000652,Oct,2000
U000653,Feb,2000
U000653,May,3000
U000654,Mar,46000
U000654,Apr,44000
U000655,Feb,11000
U000656,Jan,1000
U000656,May,11000
U000656,Jul,11000
U000658,Apr,42000
U000658,Oct,39000
U000659,Jul,94000
U000660,Feb,10000
U000660,Mar,14000
U000660,Apr,10000
U000660,Jul,11000
U000660,Oct,10000
U000660,Dec,2000
U000662,May,2000
U000662,Jul,92000
U000662,Oct,3000
U000663,Nov,9000
U000664,Apr,37000
U000664,May,2000
U000664,Jul,2000
U000664,Oct,50000
U000665,Jun,10000
U000665,Jul,11000
U000665,Dec,1000
U000666,Aug,45000
U000666,Oct,2000
U000667,Feb,2000
U000667,May,2000
U000668,Dec,3000
U000669,Apr,36000
U000670,Jul,1000
U000670,Dec,2000
U000671,Nov,10000
U000672,Feb,20000
U000672,Jun,1000
U000673,Apr,1000
U000673,Oct,11000
U000673,Dec,2000
U000674,Sep,21000
U000675,Jan,22000
U000675,Feb,2000
U000675,Apr,19000
U000676,Jan,10000
U000676,Sep,9000
U000678,Apr,38000
U000678,Sep,2000
U000678,Oct,41000
U000678,Dec,3000
U000679,Jul,101000
U000680,Feb,2000
U000682,Jul,10000
U000682,Oct,11000
U000683,Jul,101000
U000684,Aug,2000
U000684,Sep,9000
U000685,Oct,38000
U000686,Oct,46000
U000688,Jan,87000
U000688,Feb,2000
U000688,Sep,2000
U000689,Apr,23000
U000689,Sep,2000
U000689,Nov,2000
U000690,Apr,2000
U000690,Oct,39000
U000691,Jan,82000
U000691,Oct,1000
U000693,Jan,2000
U000694,Apr,2000
U000694,Dec,13000
U000695,Jan,96000
U000695,Oct,2000
U000696,Apr,11000
U000696,May,9000
